,Source,Destination,Class
1813,22826,2722,0
1814,44295,10811,0
1815,47878,61126,0
1816,78053,34110,0
1817,22242,7397,0
1818,42048,28991,0
1819,68151,29003,0
1820,36570,61818,0
1821,43607,58897,0
1822,49529,56097,0
1823,60449,26249,0
1824,27802,80961,0
1825,37035,67250,0
1826,58742,26458,0
1827,8114,21681,0
1828,674,54390,0
1829,60102,21223,0
1830,42166,78446,0
1831,51558,52714,0
1832,38243,66347,0
1833,33392,76641,0
1834,80683,12076,0
1835,18891,69998,0
1836,1060,41779,0
1837,53738,59518,0
1838,72806,50446,0
1839,17244,61590,0
1840,35116,51711,0
1841,65531,28289,0
1842,30290,45288,0
1843,20245,39119,0
1844,26115,15972,0
1845,60608,76644,0
1846,43874,5627,0
1847,74086,67324,0
1848,60863,36977,0
1849,15525,16126,0
1850,3493,57138,0
1851,55918,19528,0
1852,3322,12933,0
1853,24137,12096,0
1854,45988,40666,0
1855,18956,35495,0
1856,54928,24424,0
1857,38047,32234,0
1858,48750,25726,0
1859,51695,58788,0
1860,55694,7338,0
1861,79613,42094,0
1862,55149,59482,0
1863,1704,28244,0
1864,33813,71170,0
1865,31046,72345,0
1866,45166,1954,0
1867,71914,74320,0
1868,26651,44194,0
1869,32184,11074,0
1870,16009,616,0
1871,5494,58099,0
1872,67349,79723,0
1873,53978,48724,0
1874,64633,56320,0
1875,23433,69067,0
1876,21941,28305,0
1877,74391,48846,0
1878,14438,37280,0
1879,38002,55630,0
1880,72438,42398,0
1881,76810,2076,0
1882,51253,24454,0
1883,9091,43206,0
1884,6739,8968,0
1885,69041,42423,0
1886,53139,41923,0
1887,53274,16484,0
1888,77552,6850,0
1889,76129,44725,0
1890,55213,63415,0
1891,47584,5297,0
1892,36998,51236,0
1893,46964,70099,0
1894,71710,13736,0
1895,51149,53528,0
1896,59262,80699,0
1897,1971,56830,0
1898,79122,112,0
1899,49466,4338,0
1900,48618,46093,0
1901,77455,4823,0
1902,61953,68767,0
1903,72533,60728,0
1904,40570,49118,0
1905,9643,61223,0
1906,16851,14615,0
1907,30294,44736,0
1908,64055,80384,0
1909,31905,24625,0
1910,21873,45301,0
1911,68572,20229,0
1912,11146,62712,0
1913,62943,47225,0
1914,10180,2960,0
1915,71256,63315,0
1916,22369,55681,0
1917,2911,54018,0
1918,51272,69153,0
1919,70317,24634,0
1920,44090,58329,0
1921,61817,55643,0
1922,18083,73331,0
1923,16691,58060,0
1924,19623,56952,0
1925,79881,12191,0
1926,31460,21326,0
1927,54458,40985,0
1928,33234,13479,0
1929,20078,59976,0
1930,27825,622,0
1931,43279,12451,0
1932,33285,70572,0
1933,48128,43209,0
1934,46400,662,0
1935,35498,12622,0
1936,66167,52129,0
1937,45280,67585,0
1938,17428,56259,0
1939,20144,69082,0
1940,71621,12300,0
1941,48799,9082,0
1942,80981,79648,0
1943,69729,67632,0
1944,712,11677,0
1945,51038,12891,0
1946,13964,63895,0
1947,32549,2422,0
1948,48647,56956,0
1949,65226,69749,0
1950,49374,29177,0
1951,30877,55808,0
1952,22128,41982,0
1953,60912,32919,0
1954,28186,53595,0
1955,71761,48682,0
1956,3264,67853,0
1957,20118,47108,0
1958,33694,71157,0
1959,1099,77764,0
1960,77339,26824,0
1961,30093,234,0
1962,65256,11682,0
1963,31564,63504,0
1964,8371,78840,0
1965,28027,21643,0
1966,78755,13792,0
1967,67593,66738,0
1968,35021,24310,0
1969,18753,45152,0
1970,76368,78944,0
1971,28702,51768,0
1972,24014,27559,0
1973,54276,74067,0
1974,16322,73788,0
1975,57131,18782,0
1976,27120,77720,0
1977,47571,29654,0
1978,4993,80019,0
1979,80503,21878,0
1980,53895,46082,0
1981,23179,2033,0
1982,7853,16218,0
1983,65929,40017,0
1984,14509,60180,0
1985,27669,29640,0
1986,69156,15637,0
1987,974,8024,0
1988,18589,9069,0
1989,67349,24475,0
1990,53449,79334,0
1991,52764,79231,0
1992,28841,7580,0
1993,38463,33049,0
1994,41625,25987,0
1995,69850,40527,0
1996,74879,5430,0
1997,37363,17428,0
1998,22662,24495,0
1999,70304,65580,0
2000,22367,22103,0
2001,77062,25337,0
2002,45120,14604,0
2003,27509,32926,0
2004,71395,36011,0
2005,57694,36399,0
2006,16709,61351,0
2007,76114,4071,0
2008,63183,14469,0
2009,22622,43913,0
2010,45235,75250,0
2011,78296,36393,0
2012,59366,37293,0
2013,49473,29266,0
2014,55705,9918,0
2015,24975,16710,0
2016,43619,18422,0
2017,45239,60847,0
2018,23490,48045,0
2019,24879,71124,0
2020,24749,8261,0
2021,45818,56767,0
2022,3441,36492,0
2023,61791,65778,0
2024,47689,58652,0
2025,64366,20275,0
2026,32462,7582,0
2027,29688,5112,0
2028,25103,43663,0
2029,55482,58491,0
2030,71626,45692,0
2031,9355,47013,0
2032,525,48282,0
2033,33048,64430,0
2034,51039,1252,0
2035,32296,49519,0
2036,14541,56573,0
2037,28933,37639,0
2038,37420,41077,0
2039,11657,16812,0
2040,4990,1708,0
2041,54657,61387,0
2042,77156,44704,0
2043,78296,9924,0
2044,14561,23455,0
2045,70083,70976,0
2046,32386,56767,0
2047,9823,37036,0
2048,75654,23064,0
2049,44080,80435,0
2050,60465,31104,0
2051,23941,11834,0
2052,3929,6579,0
2053,19382,27632,0
2054,44347,1178,0
2055,79141,30287,0
2056,41757,54482,0
2057,58058,73158,0
2058,71566,73129,0
2059,24491,12651,0
2060,47056,16213,0
2061,27061,10373,0
2062,18394,18079,0
2063,35280,12333,0
2064,1254,77865,0
2065,78869,32201,0
2066,44116,81189,0
2067,30101,56504,0
2068,3085,47140,0
2069,54643,58240,0
2070,4094,20013,0
2071,81044,78820,0
2072,30911,75742,0
2073,7688,27857,0
2074,16296,27118,0
2075,43554,55263,0
2076,73245,54441,0
2077,30007,48359,0
2078,5219,43958,0
2079,10317,78618,0
2080,7830,71482,0
2081,135,13333,0
2082,40436,78997,0
2083,26787,37696,0
2084,440,32628,0
2085,67775,15644,0
2086,71134,41176,0
2087,30255,74475,0
2088,36554,33718,0
2089,52207,74804,0
2090,24736,6015,0
2091,67991,5096,0
2092,35249,12215,0
2093,77408,60900,0
2094,64164,11926,0
2095,53664,30282,0
2096,80567,26937,0
2097,13703,11261,0
2098,68477,4208,0
2099,69113,8556,0
2100,75476,38710,0
2101,13113,13647,0
2102,39312,81075,0
2103,31230,49053,0
2104,27053,70403,0
2105,40242,11022,0
2106,8648,58127,0
2107,76125,58754,0
2108,24904,48767,0
2109,7077,11622,0
2110,72648,49216,0
2111,5307,64665,0
2112,22903,69632,0
2113,11387,27742,0
2114,67034,11229,0
2115,1791,12539,0
2116,50837,70410,0
2117,5030,25137,0
2118,79586,57586,0
2119,59481,18397,0
2120,984,26968,0
2121,26006,30849,0
2122,14991,15548,0
2123,51738,2810,0
2124,1163,45400,0
2125,78575,45420,0
2126,45432,33728,0
2127,74212,23223,0
2128,66709,9567,0
2129,24207,37296,0
2130,1061,15295,0
2131,24574,19562,0
2132,45295,55307,0
2133,14950,60220,0
2134,31166,52959,0
2135,36796,33735,0
2136,60386,40474,0
2137,20360,46133,0
2138,56569,49527,0
2139,71230,78524,0
2140,32801,70782,0
2141,77489,61723,0
2142,18467,43119,0
2143,22027,1421,0
2144,65131,61625,0
2145,12709,7854,0
2146,2681,18658,0
2147,27766,73038,0
2148,7933,69246,0
2149,79370,11113,0
2150,15897,27088,0
2151,77925,71860,0
2152,24426,200,0
2153,74648,35780,0
2154,53251,33229,0
2155,11571,11374,0
2156,69999,63736,0
2157,77116,71132,0
2158,57536,67786,0
2159,48798,47733,0
2160,10912,53782,0
2161,38324,36728,0
2162,4135,74003,0
2163,52311,15988,0
2164,20586,3038,0
2165,68340,46808,0
2166,36151,10534,0
2167,19178,31587,0
2168,69364,15051,0
2169,8539,358,0
2170,32256,57611,0
2171,70383,68398,0
2172,6119,46903,0
2173,71052,38197,0
2174,63256,32398,0
2175,6817,30437,0
2176,33538,56657,0
2177,1459,81116,0
2178,43243,29170,0
2179,1830,77087,0
2180,50033,516,0
2181,70212,31548,0
2182,26588,69753,0
2183,72174,77120,0
2184,44934,75218,0
2185,74675,10003,0
2186,9300,33825,0
2187,61917,67126,0
2188,15090,6188,0
2189,11909,39611,0
2190,61436,23631,0
2191,75875,72029,0
2192,21890,61980,0
2193,65588,4476,0
2194,60322,25108,0
2195,37038,58076,0
2196,13961,20374,0
2197,36533,51902,0
2198,68896,31174,0
2199,61492,72208,0
2200,30108,50856,0
2201,14041,16546,0
2202,4555,61110,0
2203,28067,77018,0
2204,36534,37201,0
2205,29655,38456,0
2206,58346,16582,0
2207,48901,23240,0
2208,74033,25007,0
2209,66300,8445,0
2210,33831,7809,0
2211,8510,28020,0
2212,8527,14603,0
2213,69373,10171,0
2214,31964,18094,0
2215,18704,51436,0
2216,54810,79992,0
2217,28291,65772,0
2218,68775,41743,0
2219,50564,3669,0
2220,11716,25579,0
2221,48044,59432,0
2222,71683,24965,0
2223,36197,70396,0
2224,5001,80421,0
2225,28017,686,0
2226,47069,59755,0
2227,53814,6253,0
2228,13746,61459,0
2229,19369,49732,0
2230,7665,24787,0
2231,64772,30819,0
2232,3875,37915,0
2233,13332,17496,0
2234,10612,51506,0
2235,75529,15502,0
2236,62471,61780,0
2237,52796,62314,0
2238,44346,68,0
2239,69894,17763,0
2240,40376,16261,0
2241,6385,21249,0
2242,56872,56346,0
2243,61319,66348,0
2244,37927,76371,0
2245,78010,56162,0
2246,55757,22135,0
2247,24619,75899,0
2248,53303,61714,0
2249,54861,39525,0
2250,60671,40648,0
2251,20440,11940,0
2252,68885,31684,0
2253,10224,10807,0
2254,59332,55778,0
2255,47725,12272,0
2256,19929,47830,0
2257,32447,62146,0
2258,47865,64519,0
2259,18116,29119,0
2260,4407,22476,0
2261,7446,9157,0
2262,32365,43088,0
2263,41650,63310,0
2264,21108,19394,0
2265,29296,66364,0
2266,7283,77810,0
2267,28346,28056,0
2268,80158,13601,0
2269,10245,27495,0
2270,72838,17365,0
2271,34263,8108,0
2272,11435,24323,0
2273,11869,78737,0
2274,23705,33060,0
2275,58972,64079,0
2276,2344,22060,0
2277,71509,63361,0
2278,25097,5671,0
2279,5455,66149,0
2280,17078,51505,0
2281,3159,6179,0
2282,52542,20056,0
2283,5097,22118,0
2284,38736,18176,0
2285,11009,56537,0
2286,63593,78556,0
2287,4599,57304,0
2288,22416,2641,0
2289,38224,51212,0
2290,3215,14567,0
2291,22298,43710,0
2292,53824,73978,0
2293,38246,67940,0
2294,9332,7512,0
2295,33781,51128,0
2296,17035,27083,0
2297,61147,23341,0
2298,36140,16358,0
2299,38788,51146,0
2300,15565,58726,0
2301,64362,64400,0
2302,47786,6801,0
2303,25862,18319,0
2304,25472,606,0
2305,32120,11496,0
2306,67411,40657,0
2307,4711,37866,0
2308,45299,52124,0
2309,69848,16158,0
2310,22572,35934,0
2311,50954,14271,0
2312,44202,55460,0
2313,73684,62223,0
2314,41212,79783,0
2315,65379,21269,0
2316,61898,72150,0
2317,48623,40859,0
2318,47118,61174,0
2319,71451,47275,0
2320,68341,66578,0
2321,46,48700,0
2322,9207,77746,0
2323,1146,40939,0
2324,48124,42609,0
2325,71070,28335,0
2326,71845,49831,0
2327,8398,25148,0
2328,79281,53597,0
2329,30587,52774,0
2330,31711,23877,0
2331,70036,70866,0
2332,48138,15338,0
2333,2103,33220,0
2334,72511,60622,0
2335,78680,35822,0
2336,47689,27755,0
2337,11329,49829,0
2338,74279,55212,0
2339,39313,45998,0
2340,68174,74520,0
2341,37008,22129,0
2342,6165,69425,0
2343,72878,37411,0
2344,5030,70025,0
2345,34172,12395,0
2346,22200,53458,0
2347,35690,79453,0
2348,12256,69063,0
2349,4009,32066,0
2350,18948,14991,0
2351,7009,10151,0
2352,40640,69138,0
2353,62979,35204,0
2354,24872,14681,0
2355,38172,59800,0
2356,50222,34835,0
2357,35302,18217,0
2358,7730,7440,0
2359,73231,70868,0
2360,7567,15555,0
2361,46802,73345,0
2362,8277,13436,0
2363,36024,72509,0
2364,48763,67576,0
2365,54099,10722,0
2366,3436,17278,0
2367,62090,14518,0
2368,55225,51134,0
2369,18833,40651,0
2370,54780,58597,0
2371,25838,64610,0
2372,59318,37226,0
2373,19893,69678,0
2374,14245,9476,0
2375,68732,78961,0
2376,13022,31389,0
2377,49520,31688,0
2378,19317,78378,0
2379,11175,71188,0
2380,27794,68296,0
2381,29153,59453,0
2382,10395,71979,0
2383,58810,35480,0
2384,51073,57615,0
2385,15753,67151,0
2386,14968,27971,0
2387,53021,76716,0
2388,78468,73576,0
2389,26769,33197,0
2390,64677,30879,0
2391,71363,67136,0
2392,34451,33232,0
2393,54034,33651,0
2394,9358,22533,0
2395,3643,51475,0
2396,66730,755,0
2397,63499,59136,0
2398,47668,20195,0
2399,29964,4583,0
2400,65332,42070,0
2401,12989,62716,0
2402,19263,70921,0
2403,68725,10031,0
2404,80404,11726,0
2405,1386,16693,0
2406,64030,12170,0
2407,16465,6768,0
2408,6166,32762,0
2409,32227,33272,0
2410,30836,55409,0
2411,25380,50280,0
2412,34626,16617,0
2413,58976,50428,0
2414,8412,40940,0
2415,57370,53887,0
2416,71401,20422,0
2417,76603,8665,0
2418,60721,24847,0
2419,27245,67434,0
2420,28622,27871,0
2421,73657,48721,0
2422,1463,25399,0
2423,36462,71125,0
2424,70391,3940,0
2425,29390,2375,0
2426,13615,13728,0
2427,68967,10853,0
2428,69641,67952,0
2429,69211,55536,0
2430,2580,11546,0
2431,46041,64440,0
2432,39418,31915,0
2433,68800,60139,0
2434,60998,24724,0
2435,40269,51908,0
2436,73695,34087,0
2437,41954,67401,0
2438,32089,6519,0
2439,7779,40781,0
2440,32540,69208,0
2441,23492,12712,0
2442,62143,6503,0
2443,11111,5083,0
2444,22496,69121,0
2445,54966,35650,0
2446,46774,39485,0
2447,22849,42821,0
2448,72671,3377,0
2449,20023,4728,0
2450,18649,19864,0
2451,33015,61745,0
2452,35678,59658,0
2453,69535,15982,0
2454,63121,51339,0
2455,37159,75883,0
2456,54781,2285,0
2457,60086,80992,0
2458,11409,2804,0
2459,74539,74577,0
2460,34715,16392,0
2461,384,62629,0
2462,22885,5079,0
2463,49011,73749,0
2464,17484,48706,0
2465,60521,39980,0
2466,64301,27827,0
2467,64739,25020,0
2468,31148,27498,0
2469,61179,19951,0
2470,45561,79748,0
2471,18093,5780,0
2472,74630,64650,0
2473,1874,60284,0
2474,12033,39383,0
2475,14255,55081,0
2476,36768,73759,0
2477,43959,51865,0
2478,58745,50733,0
2479,72906,33364,0
2480,54138,23480,0
2481,38493,54127,0
2482,64000,58989,0
2483,4734,28913,0
2484,35774,3099,0
2485,72946,3342,0
2486,25503,23944,0
2487,74398,40706,0
2488,623,43531,0
2489,37570,43656,0
2490,30119,19610,0
2491,24297,52627,0
2492,32686,51558,0
2493,27249,53649,0
2494,20825,41713,0
2495,27802,41932,0
2496,13804,27050,0
2497,46865,57591,0
2498,71840,31825,0
2499,64278,65103,0
2500,805,7708,0
2501,74836,42221,0
2502,5757,62730,0
2503,21067,1999,0
2504,73832,64215,0
2505,64284,74158,0
2506,25705,38364,0
2507,81040,41736,0
2508,61748,24527,0
2509,18956,55715,0
2510,4456,5883,0
2511,41530,66910,0
2512,44450,18436,0
2513,29755,79470,0
2514,37846,9538,0
2515,45884,21286,0
2516,53507,77869,0
2517,25186,8910,0
2518,51663,64975,0
2519,40098,24132,0
2520,51295,53410,0
2521,38083,12110,0
2522,62590,26657,0
2523,68438,65979,0
2524,64872,46570,0
2525,12768,34021,0
2526,43401,73117,0
2527,46837,36079,0
2528,58795,25855,0
2529,22716,41755,0
2530,49868,40804,0
2531,60549,2080,0
2532,40844,64488,0
2533,17062,32477,0
2534,57739,48470,0
2535,58140,519,0
2536,8171,78382,0
2537,63023,74430,0
2538,21593,41426,0
2539,74956,393,0
2540,10573,50856,0
2541,50393,25349,0
2542,18557,22182,0
2543,52049,25360,0
2544,72359,21412,0
2545,43437,39189,0
2546,50079,54206,0
2547,19334,18841,0
2548,47940,65338,0
2549,49294,56905,0
2550,20931,4716,0
2551,52980,80580,0
2552,79365,31229,0
2553,24166,47151,0
2554,77458,68725,0
2555,66982,20521,0
2556,2696,20178,0
2557,16235,59621,0
2558,75024,4095,0
2559,56141,677,0
2560,9167,3822,0
2561,11848,11174,0
2562,16557,12316,0
2563,46852,72550,0
2564,41946,7323,0
2565,991,43256,0
2566,21350,56728,0
2567,64906,20274,0
2568,22319,5851,0
2569,29082,6111,0
2570,26301,13804,0
2571,22386,74027,0
2572,47778,74967,0
2573,24523,70958,0
2574,44635,16256,0
2575,23389,16318,0
2576,63671,54413,0
2577,21250,27450,0
2578,72649,11136,0
2579,2560,39888,0
2580,26032,69229,0
2581,27446,77843,0
2582,25169,44688,0
2583,49804,3770,0
2584,71391,22660,0
2585,65299,9773,0
2586,73564,56963,0
2587,21870,52391,0
2588,60733,79276,0
2589,68444,51002,0
2590,69663,61592,0
2591,71357,40984,0
2592,49738,40306,0
2593,69765,2270,0
2594,55179,14013,0
2595,12821,62432,0
2596,151,42060,0
2597,23848,31892,0
2598,73131,54987,0
2599,7,1930,0
2600,56130,67576,0
2601,22895,66683,0
2602,23950,49323,0
2603,27257,78829,0
2604,49522,61188,0
2605,44500,52941,0
2606,71638,25519,0
2607,32428,59091,0
2608,14701,55361,0
2609,76926,69156,0
2610,59880,33330,0
2611,37443,78972,0
2612,66464,39509,0
2613,22531,76959,0
2614,38539,33532,0
2615,33990,80408,0
2616,16508,11218,0
2617,15779,73825,0
2618,71342,59119,0
2619,29278,65382,0
2620,41381,7806,0
2621,56876,7393,0
2622,39643,25109,0
2623,60277,36534,0
2624,74206,53531,0
2625,2959,2174,0
2626,36381,449,0
2627,12414,29223,0
2628,53271,17268,0
2629,55949,2280,0
2630,1542,58553,0
2631,60470,54864,0
2632,57187,69486,0
2633,50092,57153,0
2634,26620,54607,0
2635,33493,55227,0
2636,16680,4131,0
2637,61939,45600,0
2638,9483,28462,0
2639,50268,14187,0
2640,29467,35833,0
2641,65070,7926,0
2642,69961,61541,0
2643,75496,51879,0
2644,57675,66981,0
2645,22264,2440,0
2646,4792,28276,0
2647,10459,75696,0
2648,40177,21609,0
2649,18321,63998,0
2650,57769,9838,0
2651,64063,47557,0
2652,11114,74055,0
2653,44879,18547,0
2654,36064,67480,0
2655,77079,67253,0
2656,72743,16112,0
2657,49350,18585,0
2658,20139,25871,0
2659,71615,63734,0
2660,48428,34754,0
2661,80730,32998,0
2662,57645,34096,0
2663,873,76056,0
2664,52109,51642,0
2665,50879,42583,0
2666,24101,19801,0
2667,71388,42228,0
2668,80025,78444,0
2669,67671,39619,0
2670,15640,8135,0
2671,27730,53495,0
2672,25242,42751,0
2673,37941,47279,0
2674,73399,36953,0
2675,79001,37181,0
2676,4635,10491,0
2677,23902,50301,0
2678,38544,8130,0
2679,55189,31534,0
2680,29752,26687,0
2681,27076,61723,0
2682,10626,10679,0
2683,17096,52007,0
2684,54700,71155,0
2685,51476,62063,0
2686,79232,60849,0
2687,23818,12107,0
2688,74860,56094,0
2689,28219,50811,0
2690,16908,43850,0
2691,15540,66348,0
2692,56465,34148,0
2693,36052,71926,0
2694,19157,71170,0
2695,79444,72224,0
2696,27186,77702,0
2697,36568,2987,0
2698,81219,71203,0
2699,30605,28417,0
2700,33772,78854,0
2701,65531,58389,0
2702,43394,22285,0
2703,3385,10363,0
2704,57067,11743,0
2705,49499,11995,0
2706,6907,3055,0
2707,56032,61219,0
2708,33713,50516,0
2709,42110,36533,0
2710,45399,50938,0
2711,16500,4374,0
2712,67022,69293,0
2713,74118,52989,0
2714,48864,75176,0
2715,46036,55696,0
2716,25232,15752,0
2717,29654,51361,0
2718,22021,12749,0
2719,11930,3017,0
2720,54715,50444,0
2721,6421,34279,0
2722,72714,43750,0
2723,35195,44897,0
2724,8070,43699,0
2725,67726,63380,0
2726,58193,985,0
2727,56412,81223,0
2728,45009,56014,0
2729,3012,68417,0
2730,10323,55485,0
2731,79764,53115,0
2732,45813,19033,0
2733,76221,59704,0
2734,78056,40267,0
2735,26190,53897,0
2736,72423,65801,0
2737,62201,25061,0
2738,10036,25068,0
2739,41674,20114,0
2740,2020,4219,0
2741,15574,14923,0
2742,63191,9935,0
2743,57483,64931,0
2744,34563,30633,0
2745,20366,39485,0
2746,9561,25714,0
2747,5839,28423,0
2748,72053,71344,0
2749,24027,64793,0
2750,11512,49994,0
2751,2324,49892,0
2752,67312,36921,0
2753,26355,3383,0
2754,52827,13815,0
2755,17007,74676,0
2756,47482,20568,0
2757,53801,34400,0
2758,29309,53904,0
2759,4339,51125,0
2760,19700,53930,0
2761,14855,11802,0
2762,29983,24959,0
2763,61958,22808,0
2764,42526,16142,0
2765,24832,65728,0
2766,63746,81032,0
2767,57493,10133,0
2768,14955,40649,0
2769,15650,43160,0
2770,13319,34874,0
2771,65135,40540,0
2772,51079,19826,0
2773,75118,63544,0
2774,42440,5414,0
2775,58290,76842,0
2776,46264,16945,0
2777,23844,2403,0
2778,52116,50532,0
2779,42250,50744,0
2780,46880,78920,0
2781,34002,64069,0
2782,71090,131,0
2783,17564,44341,0
2784,54454,16605,0
2785,54802,42952,0
2786,30374,70577,0
2787,9951,40124,0
2788,51631,65951,0
2789,80128,4611,0
2790,7110,3443,0
2791,6102,35144,0
2792,24578,59903,0
2793,49404,26689,0
2794,27289,43520,0
2795,37862,12810,0
2796,64284,27851,0
2797,50395,28188,0
2798,44840,42301,0
2799,73672,53089,0
2800,21413,21189,0
2801,54098,77292,0
2802,52680,74386,0
2803,13653,62588,0
2804,3536,55607,0
2805,71626,50799,0
2806,38202,13790,0
2807,79672,73742,0
2808,40121,75530,0
2809,67541,15549,0
2810,41715,1293,0
2811,45350,20307,0
2812,77328,20117,0
2813,64236,17580,0
2814,42546,68175,0
2815,51121,35997,0
2816,56356,70928,0
2817,23756,1377,0
2818,68353,30861,0
2819,2446,39361,0
2820,30531,29755,0
2821,32485,4348,0
2822,69847,30544,0
2823,56887,50592,0
2824,72982,25069,0
2825,27097,42895,0
2826,14924,6922,0
2827,80027,5043,0
2828,80535,22223,0
2829,54783,61129,0
2830,69927,57261,0
2831,73979,45796,0
2832,57476,61136,0
2833,67524,17773,0
2834,43277,31446,0
2835,20608,66939,0
2836,21898,31164,0
2837,436,12942,0
2838,40026,45791,0
2839,24688,60151,0
2840,14218,26479,0
2841,22189,33033,0
2842,64824,52408,0
2843,60320,70357,0
2844,56546,42139,0
2845,67245,64559,0
2846,36070,16778,0
2847,57202,15648,0
2848,22888,23393,0
2849,17986,3362,0
2850,41778,4600,0
2851,6944,17005,0
2852,9791,23895,0
2853,23983,77489,0
2854,53513,25071,0
2855,56558,74579,0
2856,21343,16366,0
2857,36557,72866,0
2858,32100,13881,0
2859,29317,31327,0
2860,31601,51875,0
2861,50353,52366,0
2862,55646,61638,0
2863,28074,55025,0
2864,14939,57514,0
2865,27159,10137,0
2866,2519,75032,0
2867,35539,63693,0
2868,10408,22901,0
2869,75066,41317,0
2870,62155,74813,0
2871,54333,36302,0
2872,15986,3295,0
2873,58237,25905,0
2874,38537,69217,0
2875,31550,1706,0
2876,8169,12110,0
2877,20196,58619,0
2878,23168,22578,0
2879,61886,47604,0
2880,55940,68477,0
2881,55283,59842,0
2882,65926,66115,0
2883,74412,45007,0
2884,43179,15715,0
2885,27213,72385,0
2886,64020,17819,0
2887,73558,61310,0
2888,67433,58863,0
2889,13936,28189,0
2890,53459,998,0
2891,75241,45239,0
2892,64104,22593,0
2893,20136,30995,0
2894,60768,51941,0
2895,15791,15985,0
2896,5320,35079,0
2897,6851,75769,0
2898,28777,17345,0
2899,7826,70723,0
2900,37123,39237,0
2901,2723,48716,0
2902,67914,73257,0
2903,26796,57521,0
2904,80898,11000,0
2905,37745,36547,0
2906,41704,64518,0
2907,77219,33758,0
2908,71957,42266,0
2909,26201,44287,0
2910,65581,39419,0
2911,73193,24163,0
2912,25136,11883,0
2913,63396,58477,0
2914,78990,3921,0
2915,29193,2482,0
2916,27006,8470,0
2917,11606,55163,0
2918,56556,61,0
2919,63644,57266,0
2920,20384,73302,0
2921,10960,76865,0
2922,36550,478,0
2923,27847,20016,0
2924,21360,22815,0
2925,68266,51966,0
2926,18260,203,0
2927,41018,43787,0
2928,5445,40577,0
2929,32831,41550,0
2930,65681,54875,0
2931,39255,43098,0
2932,29162,12594,0
2933,72919,64318,0
2934,39263,51095,0
2935,14878,324,0
2936,41615,51590,0
2937,69277,37717,0
2938,78975,57546,0
2939,5197,56690,0
2940,47218,61842,0
2941,8007,48237,0
2942,49425,75754,0
2943,66878,36844,0
2944,55094,62682,0
2945,59411,16237,0
2946,76069,61568,0
2947,30924,59017,0
2948,3017,70615,0
2949,70557,8020,0
2950,47139,58701,0
2951,44102,55851,0
2952,28508,66084,0
2953,8007,71218,0
2954,64693,35149,0
2955,27834,36534,0
2956,74385,9120,0
2957,56444,6370,0
2958,76148,9028,0
2959,13964,7285,0
2960,24715,32339,0
2961,77989,31450,0
2962,53009,33460,0
2963,54050,57519,0
2964,12561,68443,0
2965,33207,43476,0
2966,14325,40660,0
2967,7172,37182,0
2968,78753,36922,0
2969,51849,7585,0
2970,38506,67465,0
2971,14788,16191,0
2972,31447,49127,0
2973,62633,31998,0
2974,49757,45301,0
2975,37690,62183,0
2976,62026,47801,0
2977,63533,10563,0
2978,30383,45995,0
2979,57648,64169,0
2980,54912,70881,0
2981,63005,66286,0
2982,45730,73977,0
2983,78934,16150,0
2984,75931,24962,0
2985,48343,35374,0
2986,53186,70259,0
2987,34387,71642,0
2988,70264,78269,0
2989,25750,16740,0
2990,19628,55881,0
2991,58579,5079,0
2992,76047,42291,0
2993,70226,5546,0
2994,33441,11576,0
2995,53599,54563,0
2996,23279,54837,0
2997,50020,55860,0
2998,65991,36717,0
2999,74132,52350,0
3000,8119,36480,0
3001,14754,18835,0
3002,47371,16151,0
3003,28946,3223,0
3004,36345,70678,0
3005,45958,59440,0
3006,43432,21077,0
3007,47158,73198,0
3008,62935,42670,0
3009,9500,77384,0
3010,35002,36051,0
3011,63070,27030,0
3012,66447,37118,0
3013,34600,10407,0
3014,26795,57513,0
3015,23658,27664,0
3016,12850,75446,0
3017,80905,15017,0
3018,48218,35621,0
3019,63398,673,0
3020,51558,35247,0
3021,65902,79813,0
3022,73054,16866,0
3023,43051,75665,0
3024,46755,37853,0
3025,19484,2895,0
3026,18547,69525,0
3027,15937,80483,0
3028,57917,65632,0
3029,55322,69543,0
3030,41721,67129,0
3031,10398,54159,0
3032,47434,70571,0
3033,39681,64654,0
3034,9523,26605,0
3035,44638,59482,0
3036,9039,27724,0
3037,35447,53447,0
3038,8137,66991,0
3039,65204,78320,0
3040,46360,8842,0
3041,26469,33153,0
3042,81206,54326,0
3043,32613,22818,0
3044,23764,66505,0
3045,76134,2393,0
3046,33506,23624,0
3047,65961,1896,0
3048,28147,24817,0
3049,31063,37728,0
3050,2044,26525,0
3051,74566,24079,0
3052,78491,10587,0
3053,60738,12052,0
3054,29257,62252,0
3055,51139,18243,0
3056,9049,4626,0
3057,30184,14347,0
3058,19466,73191,0
3059,14449,54146,0
3060,19446,1798,0
3061,4616,55060,0
3062,60932,45287,0
3063,74041,2916,0
3064,19043,36090,0
3065,34416,47580,0
3066,43015,15796,0
3067,69639,50943,0
3068,74738,12643,0
3069,66756,20452,0
3070,65200,29690,0
3071,56176,49402,0
3072,18329,34468,0
3073,21408,54725,0
3074,80490,80550,0
3075,66197,72890,0
3076,8919,35485,0
3077,17938,20502,0
3078,27720,79437,0
3079,60920,2243,0
3080,46170,58652,0
3081,38237,43722,0
3082,43593,78418,0
3083,47036,78014,0
3084,52755,30532,0
3085,9726,21591,0
3086,49945,43122,0
3087,9249,66514,0
